CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Avg_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
716702358,44,F,2,Graduate,Married,Less than $40K,Blue,33,5,3,2,2337.0,698,1639.0,0.836,4048,83,0.886,0.299,Continuing
719401158,62,F,0,Post-Graduate,Single,$40K - $60K,Blue,53,1,2,3,4136.0,0,4136.0,0.64,7739,97,0.59,0.0,Continuing
818901708,41,F,4,College,Divorced,Less than $40K,Blue,36,3,1,1,1438.3,0,1438.3,0.841,4539,90,0.765,0.0,Continuing
827695683,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516.0,1329,33187.0,0.574,3906,77,0.51,0.039,Continuing
803380383,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592.0,925,667.0,0.804,4615,90,0.667,0.581,Continuing
719523108,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,36,6,2,3,11236.0,576,10660.0,0.637,4253,80,0.6,0.051,Continuing
789996783,36,F,3,Uneducated,Unknown,Less than $40K,Blue,28,5,3,2,5393.0,2509,2884.0,0.679,4769,102,0.729,0.465,Continuing
757224108,43,F,4,Graduate,Married,Less than $40K,Blue,32,6,3,1,2624.0,1117,1507.0,0.826,3929,67,0.595,0.426,Continuing
710923533,38,M,4,Graduate,Single,$120K +,Blue,31,3,2,3,34516.0,0,34516.0,0.604,15611,127,0.693,0.0,Continuing
711595833,46,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,9981.0,807,9174.0,0.655,1456,30,0.667,0.081,Continuing
804649833,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533.0,1126,1407.0,0.788,3436,74,0.574,0.445,Continuing
712003083,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,2,4,34516.0,2102,32414.0,0.912,1612,33,0.737,0.061,Continuing
717001908,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0,6936.0,0.883,2874,44,0.63,0.0,Leaving
823519458,44,F,3,Graduate,Married,Less than $40K,Blue,40,1,1,3,6441.0,2151,4290.0,0.64,7123,94,0.492,0.334,Continuing
714156633,60,F,0,Graduate,Single,Less than $40K,Blue,36,3,3,2,3068.0,0,3068.0,0.897,4533,79,0.795,0.0,Continuing
717177783,36,F,0,Graduate,Married,Less than $40K,Silver,19,1,2,3,13313.0,0,13313.0,1.08,15549,121,0.833,0.0,Continuing
793015083,46,F,4,Graduate,Married,Less than $40K,Blue,40,5,3,4,2586.0,1270,1316.0,0.675,4481,77,0.925,0.491,Continuing
719266158,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779.0,1359,5420.0,0.737,3434,65,0.512,0.2,Continuing
717395733,42,F,3,Doctorate,Married,$40K - $60K,Blue,36,4,4,3,4142.0,688,3454.0,0.717,4512,81,0.976,0.166,Continuing
779236083,37,F,3,High School,Married,Less than $40K,Blue,19,5,1,3,4138.0,0,4138.0,1.168,2420,50,0.613,0.0,Continuing
811942983,55,M,2,High School,Married,$120K +,Blue,50,3,2,3,17627.0,1756,15871.0,0.757,4836,74,0.721,0.1,Continuing
720739083,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691.0,0,1691.0,0.865,2716,63,0.703,0.0,Leaving
810493458,52,F,1,Uneducated,Single,Less than $40K,Blue,47,6,1,3,4058.0,1349,2709.0,0.723,4388,72,0.6,0.332,Continuing
708701358,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370.0,2031,339.0,0.889,4000,79,0.975,0.857,Continuing
813573333,60,M,1,High School,Married,Less than $40K,Blue,55,5,1,4,2661.0,1466,1195.0,0.631,1354,25,0.316,0.551,Continuing
712225008,55,M,2,Graduate,Married,$60K - $80K,Blue,44,6,6,3,6054.0,1103,4951.0,0.613,3998,80,0.739,0.182,Continuing
780670083,39,F,2,Graduate,Unknown,$40K - $60K,Blue,28,1,2,3,4363.0,0,4363.0,0.714,2596,48,0.846,0.0,Leaving
717733158,43,F,3,Doctorate,Married,Less than $40K,Blue,29,4,2,3,3186.0,2517,669.0,0.59,4197,84,0.909,0.79,Continuing
721338783,49,F,4,Uneducated,Married,Less than $40K,Blue,36,3,2,3,13483.0,2517,10966.0,0.733,3427,72,0.6,0.187,Continuing
718896108,48,F,3,High School,Unknown,Less than $40K,Blue,36,2,1,1,1438.3,0,1438.3,0.885,5014,84,0.909,0.0,Continuing
770781558,35,F,2,Graduate,Married,Less than $40K,Blue,21,5,1,2,3230.0,2517,713.0,0.677,1914,31,0.348,0.779,Continuing
788908308,46,M,2,High School,Single,$40K - $60K,Blue,32,2,3,2,5972.0,0,5972.0,0.606,14227,116,0.706,0.0,Continuing
720568083,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,2,4,8624.0,0,8624.0,0.574,2428,53,0.893,0.0,Continuing
771527508,60,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,1,10886.0,1145,9741.0,0.749,3488,66,0.535,0.105,Continuing
713921058,55,F,3,High School,Married,Less than $40K,Blue,48,6,2,2,2897.0,1601,1296.0,0.878,1337,25,0.471,0.553,Continuing
709406733,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,2,2,1,20434.0,1504,18930.0,0.725,13280,106,0.656,0.074,Continuing
769575783,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603.0,749,854.0,0.733,2644,43,0.483,0.467,Leaving
721014858,61,F,0,Graduate,Married,Less than $40K,Blue,53,4,1,2,2942.0,2022,920.0,0.537,1479,28,0.217,0.687,Continuing
714124983,57,M,2,Graduate,Single,$80K - $120K,Blue,48,6,4,3,13457.0,1044,12413.0,0.722,3303,66,0.737,0.078,Continuing
718299933,42,M,3,High School,Married,$40K - $60K,Blue,30,3,3,4,4333.0,739,3594.0,0.69,15903,100,0.754,0.171,Continuing
714047733,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942.0,2119,2823.0,0.718,7460,85,0.604,0.429,Continuing
721519908,29,F,1,Uneducated,Single,Less than $40K,Blue,36,1,2,1,3640.0,1419,2221.0,0.749,13306,99,0.678,0.39,Continuing
711777633,41,M,3,Graduate,Divorced,$60K - $80K,Blue,27,5,2,2,5784.0,0,5784.0,0.851,4173,80,0.86,0.0,Continuing
713537733,46,M,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,2,3,34516.0,1426,33090.0,0.823,7582,95,0.696,0.041,Continuing
719887008,38,F,3,Graduate,Married,Less than $40K,Blue,36,5,4,3,1757.0,1352,405.0,0.879,4121,81,0.421,0.769,Continuing
826477083,48,F,2,College,Married,Less than $40K,Blue,44,5,1,3,4570.0,2439,2131.0,0.693,1520,34,0.7,0.534,Continuing
716513358,51,F,2,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,2069.0,1802,267.0,0.651,4402,91,0.75,0.871,Continuing
779703258,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069.0,1393,676.0,0.875,4962,70,0.75,0.673,Continuing
789322833,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0,8025.0,0.654,673,18,0.8,0.0,Leaving
717241233,60,F,1,Graduate,Single,Less than $40K,Blue,51,3,3,3,6089.0,1341,4748.0,0.757,14112,123,0.809,0.22,Continuing
715009833,51,F,1,High School,Married,Less than $40K,Blue,36,3,4,2,1857.0,1033,824.0,0.95,5149,90,0.636,0.556,Continuing
714655758,62,M,0,Graduate,Divorced,$40K - $60K,Blue,36,6,3,2,4049.0,0,4049.0,0.567,4003,73,0.659,0.0,Continuing
721004133,38,F,2,Graduate,Single,Less than $40K,Blue,25,6,2,2,1438.3,538,900.3,0.675,4093,73,0.659,0.374,Continuing
718403358,49,F,2,High School,Divorced,$40K - $60K,Blue,33,4,2,1,7231.0,2517,4714.0,0.865,3912,67,0.763,0.348,Continuing
714639783,42,M,3,College,Married,$60K - $80K,Blue,34,3,3,3,13450.0,0,13450.0,0.742,1000,18,0.059,0.0,Leaving
717823383,56,M,4,Graduate,Married,$60K - $80K,Blue,47,1,1,3,3426.0,1841,1585.0,0.734,4268,81,0.8,0.537,Continuing
714742758,42,F,4,Uneducated,Single,Less than $40K,Blue,24,2,2,2,3428.0,2209,1219.0,0.671,4751,87,0.642,0.644,Continuing
713872833,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753.0,1845,8908.0,0.689,7302,80,0.702,0.172,Continuing
714148758,34,F,2,Post-Graduate,Married,Less than $40K,Blue,27,2,3,3,1726.0,1398,328.0,1.009,5228,68,0.7,0.81,Continuing
709127808,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,2,1,6243.0,1331,4912.0,0.8,3502,57,1.036,0.213,Continuing
711555483,43,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,8777.0,2517,6260.0,0.696,4551,83,0.729,0.287,Continuing
710821833,65,M,1,Graduate,Married,$40K - $60K,Blue,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174,Continuing
715596783,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.714,0.605,Continuing
710736558,39,F,2,Graduate,Married,Less than $40K,Blue,36,4,3,4,8096.0,1474,6622.0,0.789,1794,41,0.783,0.182,Continuing
771725808,43,M,3,Uneducated,Unknown,$80K - $120K,Blue,31,5,1,4,28700.0,769,27931.0,0.901,3395,71,0.578,0.027,Continuing
719539458,46,F,3,Graduate,Single,Less than $40K,Blue,41,5,3,3,3913.0,0,3913.0,0.722,5170,93,0.86,0.0,Continuing
715555833,47,F,3,Graduate,Single,Less than $40K,Blue,34,6,3,0,4862.0,0,4862.0,0.695,4167,86,0.593,0.0,Continuing
716878533,55,M,2,Graduate,Married,$80K - $120K,Blue,46,4,1,1,10979.0,1889,9090.0,0.475,1425,33,0.5,0.172,Continuing
779261433,54,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2043.0,1597,446.0,0.814,3553,61,0.694,0.782,Continuing
790108908,44,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,5,1,1,34058.0,0,34058.0,0.552,4043,57,0.781,0.0,Continuing
771719283,39,F,4,Doctorate,Married,Less than $40K,Blue,27,2,1,1,8587.0,1324,7263.0,0.897,8854,92,0.643,0.154,Continuing
709493283,42,M,2,Graduate,Single,$120K +,Blue,32,5,2,4,4111.0,1233,2878.0,0.478,1289,36,0.5,0.3,Continuing
789008508,44,M,4,College,Married,$80K - $120K,Blue,31,2,1,1,3472.0,1687,1785.0,0.645,13999,119,0.725,0.486,Continuing
708193008,41,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,3,4,14480.0,0,14480.0,0.703,1616,43,0.654,0.0,Continuing
708369633,34,F,3,Graduate,Married,Less than $40K,Gold,36,6,3,2,15487.0,1847,13640.0,0.943,7031,67,0.811,0.119,Leaving
716199408,52,F,2,Graduate,Single,Less than $40K,Blue,41,2,3,3,3608.0,2517,1091.0,1.057,4907,53,0.559,0.698,Leaving
710410158,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516.0,0,34516.0,0.482,1592,35,0.346,0.0,Leaving
716271183,45,F,2,Uneducated,Single,Less than $40K,Blue,37,3,2,2,8924.0,0,8924.0,0.547,1720,42,0.4,0.0,Leaving
789504183,37,M,4,Graduate,Single,$120K +,Blue,28,3,3,4,34516.0,0,34516.0,0.572,2574,62,0.771,0.0,Continuing
714900408,41,F,4,High School,Single,Less than $40K,Blue,31,3,1,0,5773.0,0,5773.0,0.67,1306,39,0.5,0.0,Continuing
711252258,54,F,1,High School,Single,Less than $40K,Blue,36,1,3,2,1572.0,985,587.0,0.745,4148,54,0.862,0.627,Continuing
709204158,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438.0,1129,2309.0,0.605,2331,56,0.436,0.328,Continuing
802875333,51,M,1,High School,Single,$60K - $80K,Blue,45,3,3,4,2458.0,0,2458.0,0.819,3377,54,0.929,0.0,Continuing
711433908,41,F,3,Uneducated,Married,Less than $40K,Blue,30,1,2,3,9491.0,0,9491.0,1.056,9061,51,1.684,0.0,Leaving
758408883,37,F,1,Graduate,Unknown,$40K - $60K,Blue,30,5,3,4,13355.0,1631,11724.0,1.113,1921,37,0.85,0.122,Continuing
797488158,52,M,2,High School,Married,$60K - $80K,Blue,46,5,3,0,14316.0,1081,13235.0,0.67,1313,36,0.636,0.076,Continuing
708276183,52,F,3,Post-Graduate,Married,Less than $40K,Blue,45,2,4,1,1760.0,0,1760.0,0.046,1554,35,0.029,0.0,Leaving
719282433,60,F,0,Graduate,Single,Less than $40K,Blue,48,3,3,4,6417.0,1372,5045.0,1.154,3280,71,0.69,0.214,Continuing
779192283,51,F,2,Graduate,Married,Less than $40K,Blue,39,3,1,2,6462.0,2517,3945.0,0.842,4156,77,0.833,0.39,Continuing
716998608,48,M,3,Graduate,Unknown,$60K - $80K,Blue,36,3,3,2,6703.0,1252,5451.0,0.625,1843,44,0.63,0.187,Continuing
719465733,52,F,2,High School,Single,Less than $40K,Blue,44,6,3,3,2971.0,0,2971.0,1.154,4458,63,0.615,0.0,Continuing
713398158,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,2,2,3821.0,1673,2148.0,0.869,15005,89,0.712,0.438,Continuing
709913733,39,F,3,College,Married,Less than $40K,Blue,36,4,2,0,2279.0,1529,750.0,1.26,1693,32,1.286,0.671,Continuing
713777883,46,F,0,Graduate,Divorced,Less than $40K,Blue,36,3,3,2,6853.0,1679,5174.0,0.975,3543,52,1.0,0.245,Continuing
793720908,46,M,5,Uneducated,Single,$40K - $60K,Blue,40,6,2,2,7333.0,875,6458.0,0.807,3636,48,1.286,0.119,Continuing
713197308,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224.0,0,6224.0,0.63,7612,82,0.783,0.0,Continuing
714951858,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4473.0,0,4473.0,0.543,4047,56,0.75,0.0,Continuing
736893108,33,F,2,Doctorate,Single,Less than $40K,Blue,26,2,3,2,1438.3,0,1438.3,0.613,4196,87,0.891,0.0,Continuing
720885558,51,F,2,High School,Single,$40K - $60K,Blue,37,5,1,1,2621.0,2426,195.0,0.727,4885,74,1.114,0.926,Continuing
797228883,46,M,2,High School,Married,$40K - $60K,Blue,40,3,3,0,3981.0,0,3981.0,0.626,14340,114,0.781,0.0,Continuing
715663458,51,F,4,Graduate,Married,Less than $40K,Blue,39,2,3,1,2268.0,651,1617.0,0.717,5016,88,0.66,0.287,Continuing
715442958,54,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,3,3,11067.0,2517,8550.0,1.048,1843,38,1.235,0.227,Continuing
719751483,39,F,2,Uneducated,Single,Less than $40K,Blue,36,4,3,1,1438.3,576,862.3,0.849,2567,48,0.6,0.4,Leaving
797898858,40,F,2,Uneducated,Single,Less than $40K,Blue,34,1,2,1,4748.0,2085,2663.0,0.615,7288,88,0.6,0.439,Continuing
756397458,54,F,1,Graduate,Single,Less than $40K,Silver,47,6,3,4,12873.0,0,12873.0,1.005,3170,70,0.842,0.0,Continuing
712378983,54,M,1,Graduate,Single,$80K - $120K,Blue,47,5,6,5,7570.0,965,6605.0,0.709,2599,61,0.848,0.127,Leaving
719847108,52,M,1,Graduate,Married,$40K - $60K,Blue,36,4,3,3,8455.0,2517,5938.0,0.809,8124,73,1.028,0.298,Leaving
714352533,47,F,3,Graduate,Married,$40K - $60K,Silver,29,1,2,2,15472.0,865,14607.0,0.756,14132,103,0.746,0.056,Continuing
712854633,49,F,2,Graduate,Single,Less than $40K,Blue,39,4,1,3,11320.0,0,11320.0,0.669,2845,57,0.727,0.0,Continuing
713648208,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,2,2,3097.0,2409,688.0,0.912,4624,86,0.87,0.778,Continuing
717776808,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,3,7353.0,1450,5903.0,0.739,2005,54,0.459,0.197,Continuing
718252533,30,F,0,Graduate,Divorced,Less than $40K,Blue,18,5,1,1,4203.0,996,3207.0,0.705,7292,68,0.7,0.237,Leaving
821752908,53,M,2,High School,Single,$60K - $80K,Blue,49,2,3,2,4142.0,2252,1890.0,0.714,15078,117,0.746,0.544,Continuing
711669258,50,F,3,Uneducated,Single,Less than $40K,Blue,36,2,3,3,3187.0,986,2201.0,0.615,2381,47,0.516,0.309,Leaving
717166383,40,F,4,Graduate,Married,$40K - $60K,Blue,30,5,2,2,2166.0,1465,701.0,0.857,5097,82,0.673,0.676,Continuing
818502708,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,3,2,2284.0,1674,610.0,0.784,4885,86,0.83,0.733,Continuing
788920308,51,F,2,High School,Married,Less than $40K,Blue,37,3,2,1,2258.0,1250,1008.0,0.611,4368,75,0.596,0.554,Continuing
778346283,53,M,0,Graduate,Married,$120K +,Blue,33,4,3,3,21006.0,1905,19101.0,0.701,1856,57,0.781,0.091,Continuing
717942033,52,M,2,Uneducated,Unknown,$120K +,Blue,42,1,1,3,33552.0,1252,32300.0,0.793,14490,98,0.815,0.037,Continuing
711420258,43,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,1438.3,0,1438.3,0.705,4432,71,0.651,0.0,Continuing
721282908,44,F,4,Graduate,Married,$40K - $60K,Blue,29,3,1,2,1438.3,0,1438.3,0.742,3971,60,0.667,0.0,Continuing
716324583,42,F,4,Uneducated,Single,Less than $40K,Blue,36,1,4,1,2875.0,1892,983.0,0.75,4577,81,0.688,0.658,Continuing
767553333,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383.0,0,8383.0,0.809,2600,44,0.517,0.0,Leaving
720087708,38,F,3,High School,Married,Less than $40K,Blue,31,4,3,2,1854.0,0,1854.0,0.885,5245,89,0.712,0.0,Continuing
714970458,39,F,2,High School,Married,$40K - $60K,Blue,29,6,1,1,9173.0,2047,7126.0,1.419,1807,33,0.737,0.223,Continuing
717105258,37,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,3992.0,1289,2703.0,1.008,2181,32,0.6,0.323,Continuing
772394883,60,F,1,Uneducated,Single,Less than $40K,Blue,50,3,6,3,7359.0,0,7359.0,0.768,2869,43,0.433,0.0,Leaving
788769783,42,F,4,College,Divorced,Less than $40K,Blue,23,6,1,3,1878.0,1024,854.0,0.76,4707,74,0.897,0.545,Continuing
714962658,35,M,2,Graduate,Single,Less than $40K,Blue,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,Leaving
708176208,48,F,1,Graduate,Married,$40K - $60K,Blue,36,4,4,1,7268.0,0,7268.0,0.691,4199,80,0.905,0.0,Continuing
709830783,47,M,5,Graduate,Single,$120K +,Silver,36,5,2,2,34516.0,1686,32830.0,0.937,4039,72,0.756,0.049,Continuing
779065458,56,M,1,High School,Married,$120K +,Blue,37,4,1,3,9257.0,0,9257.0,0.722,4212,72,0.895,0.0,Continuing
787454133,40,M,2,Graduate,Divorced,$120K +,Blue,26,3,2,3,1438.3,0,1438.3,0.634,4776,82,0.673,0.0,Continuing
720600858,41,M,4,Graduate,Married,$60K - $80K,Blue,26,5,2,2,5633.0,1395,4238.0,0.542,3695,75,0.63,0.248,Continuing
719913783,40,M,3,Graduate,Single,$40K - $60K,Blue,27,2,2,3,7680.0,1589,6091.0,0.688,13617,105,0.721,0.207,Continuing
789533133,45,M,3,High School,Married,$60K - $80K,Blue,37,5,1,2,4995.0,1766,3229.0,0.76,4389,82,0.864,0.354,Continuing
708163758,41,M,3,Graduate,Married,$120K +,Blue,33,2,4,3,34516.0,638,33878.0,0.724,13085,139,0.675,0.018,Continuing
720565458,43,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,2,3,3,17306.0,0,17306.0,0.4,6205,65,0.806,0.0,Leaving
719358333,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,4,2157.0,574,1583.0,0.825,1663,33,0.32,0.266,Continuing
773082033,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,3,3,4,25516.0,1363,24153.0,1.172,2317,38,0.727,0.053,Continuing
713412558,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,3,3,1,5454.0,1108,4346.0,1.021,2674,67,0.675,0.203,Continuing
719150658,51,F,2,Graduate,Married,Less than $40K,Blue,34,2,3,2,7551.0,0,7551.0,0.894,2977,46,0.394,0.0,Leaving
708501783,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516.0,1477,33039.0,0.324,1868,40,0.212,0.043,Leaving
809959683,55,M,2,College,Married,$80K - $120K,Blue,50,4,2,4,19159.0,2108,17051.0,0.69,1813,52,0.576,0.11,Continuing
716761308,37,F,4,Graduate,Single,Less than $40K,Blue,36,3,3,3,2286.0,0,2286.0,0.732,5199,83,0.844,0.0,Continuing
718054833,50,M,2,Graduate,Single,$120K +,Blue,37,6,3,4,15341.0,1016,14325.0,0.709,2916,65,0.548,0.066,Continuing
716955783,52,M,2,Graduate,Single,$80K - $120K,Blue,36,6,2,2,16026.0,1160,14866.0,0.386,4418,59,0.639,0.072,Continuing
714115533,28,M,0,Graduate,Married,Less than $40K,Blue,18,5,1,3,2943.0,1789,1154.0,1.271,2591,55,0.897,0.608,Continuing
714308283,41,M,2,Doctorate,Married,$40K - $60K,Blue,32,5,3,3,6059.0,1171,4888.0,0.678,4119,70,0.667,0.193,Continuing
719117433,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018.0,2168,20850.0,0.859,1463,24,1.667,0.094,Continuing
714334383,54,M,2,Graduate,Married,$60K - $80K,Blue,42,6,2,0,3583.0,0,3583.0,1.088,1065,28,1.545,0.0,Continuing
710986758,43,M,3,High School,Single,$60K - $80K,Blue,30,6,2,4,11550.0,1505,10045.0,1.034,3891,76,0.9,0.13,Continuing
717970158,42,M,2,College,Single,$60K - $80K,Blue,36,5,3,2,8083.0,0,8083.0,1.076,3942,84,0.75,0.0,Continuing
717657333,43,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,3,7584.0,1834,5750.0,0.818,4783,65,0.667,0.242,Continuing
709541433,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,3,4,2041.0,1687,354.0,0.677,1555,45,0.552,0.827,Continuing
711231558,58,M,3,High School,Married,$60K - $80K,Blue,40,6,1,3,8308.0,2517,5791.0,1.455,1915,37,1.056,0.303,Continuing
789016983,45,F,3,High School,Married,Less than $40K,Blue,32,2,5,1,2948.0,968,1980.0,0.946,7834,86,0.509,0.328,Continuing
719818983,39,M,1,College,Divorced,$80K - $120K,Blue,28,1,3,4,12464.0,0,12464.0,0.864,1195,35,0.522,0.0,Leaving
720917808,35,M,2,High School,Single,$40K - $60K,Blue,36,5,3,4,2100.0,950,1150.0,0.764,2623,74,1.114,0.452,Continuing
787868958,36,M,2,High School,Single,$80K - $120K,Blue,27,5,3,3,14690.0,979,13711.0,0.811,2746,68,0.511,0.067,Continuing
787472283,49,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,20533.0,1321,19212.0,0.716,3918,78,0.5,0.064,Continuing
719782458,49,F,1,Graduate,Married,$40K - $60K,Blue,39,3,3,3,7201.0,1992,5209.0,0.778,3981,76,0.949,0.277,Continuing
710005683,56,M,2,College,Single,$80K - $120K,Blue,46,3,3,5,12540.0,1696,10844.0,0.799,16518,115,0.716,0.135,Continuing
771500358,43,F,2,Uneducated,Divorced,Less than $40K,Blue,31,5,3,1,4332.0,1313,3019.0,0.671,4093,84,0.826,0.303,Continuing
779856483,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,22,4,1,2,15410.0,0,15410.0,0.638,3368,69,0.533,0.0,Continuing
712460433,39,M,2,Uneducated,Single,$40K - $60K,Blue,25,4,1,3,9121.0,1426,7695.0,0.666,4112,80,0.481,0.156,Continuing
709176108,56,F,4,Post-Graduate,Unknown,Less than $40K,Blue,49,5,3,3,4604.0,621,3983.0,0.814,4586,79,0.646,0.135,Continuing
715880283,57,M,1,High School,Single,$120K +,Blue,47,4,4,2,9272.0,982,8290.0,0.651,4649,89,0.816,0.106,Continuing
721379433,44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338.0,0,11338.0,0.695,1227,24,0.5,0.0,Continuing
713254983,62,M,0,Uneducated,Single,$60K - $80K,Blue,50,5,2,2,14314.0,656,13658.0,0.822,4355,70,0.667,0.046,Continuing
717211608,45,F,3,Graduate,Single,Less than $40K,Blue,34,6,4,2,4975.0,1221,3754.0,0.602,4776,68,0.889,0.245,Continuing
717382608,59,M,1,Graduate,Single,$60K - $80K,Silver,36,2,2,2,26692.0,2517,24175.0,0.796,8780,86,0.654,0.094,Continuing
712891833,45,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,1,2723.0,1902,821.0,0.723,3875,84,0.75,0.698,Continuing
713808633,31,F,0,Uneducated,Divorced,Less than $40K,Silver,23,2,2,1,10850.0,1873,8977.0,0.995,13794,127,0.789,0.173,Continuing
717903108,57,F,1,College,Single,Less than $40K,Blue,46,6,1,1,4283.0,488,3795.0,0.865,4689,65,0.477,0.114,Continuing
789923058,53,F,1,High School,Married,$40K - $60K,Blue,44,3,3,3,1816.0,0,1816.0,0.884,2474,44,0.692,0.0,Leaving
719942883,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290.0,1434,856.0,0.923,1119,18,3.5,0.626,Continuing
711757383,50,F,3,Graduate,Married,Less than $40K,Blue,42,4,1,2,2240.0,0,2240.0,0.668,1905,39,0.345,0.0,Continuing
711885258,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711.0,988,6723.0,0.884,2078,42,0.68,0.128,Continuing
715118058,45,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,1,20274.0,2100,18174.0,0.584,5274,66,0.61,0.104,Continuing
708884658,48,F,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,2315.0,1565,750.0,0.873,4828,90,0.8,0.676,Continuing
714003483,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,36,1,3,1,7539.0,0,7539.0,1.023,15293,129,0.743,0.0,Continuing
811912608,52,F,3,Graduate,Married,$40K - $60K,Blue,47,3,2,0,2741.0,1639,1102.0,0.644,5077,87,0.74,0.598,Continuing
710639658,29,M,1,High School,Single,$60K - $80K,Blue,17,6,1,3,17744.0,829,16915.0,0.851,9658,78,0.773,0.047,Leaving
719613783,51,F,1,Doctorate,Married,Less than $40K,Blue,42,3,2,2,1438.3,0,1438.3,0.872,4211,64,0.778,0.0,Continuing
713856708,48,M,4,High School,Married,$80K - $120K,Blue,36,5,1,2,6798.0,2517,4281.0,0.873,4327,79,0.881,0.37,Continuing
770575233,37,M,2,Graduate,Single,$60K - $80K,Blue,23,6,1,2,5663.0,1149,4514.0,0.767,2553,61,0.794,0.203,Continuing
710643183,42,F,2,High School,Single,Less than $40K,Blue,23,2,2,3,3172.0,1160,2012.0,0.588,4163,83,0.804,0.366,Continuing
766006758,63,M,1,High School,Married,$60K - $80K,Blue,56,3,2,4,7216.0,2321,4895.0,0.491,1734,38,0.583,0.322,Continuing
712606158,47,M,4,Uneducated,Married,$60K - $80K,Blue,42,4,1,2,5715.0,1214,4501.0,0.858,3685,63,0.658,0.212,Continuing
720887058,51,F,1,Graduate,Married,Less than $40K,Blue,35,1,2,3,3668.0,0,3668.0,0.655,4753,87,0.812,0.0,Continuing
